,0,1,2
154,1.3.6.1.4.1.14519.5.2.1.6279.6001.331211682377519763144559212009,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
155,1.3.6.1.4.1.14519.5.2.1.6279.6001.334105754605642100456249422350,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
156,1.3.6.1.4.1.14519.5.2.1.6279.6001.335866409407244673864352309754,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
157,1.3.6.1.4.1.14519.5.2.1.6279.6001.336894364358709782463716339027,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
158,1.3.6.1.4.1.14519.5.2.1.6279.6001.458525794434429386945463560826,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
159,1.3.6.1.4.1.14519.5.2.1.6279.6001.479402560265137632920333093071,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
160,1.3.6.1.4.1.14519.5.2.1.6279.6001.503980049263254396021509831276,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
161,1.3.6.1.4.1.14519.5.2.1.6279.6001.561458563853929400124470098603,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
162,1.3.6.1.4.1.14519.5.2.1.6279.6001.616033753016904899083676284739,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9999999999999999)"
163,1.3.6.1.4.1.14519.5.2.1.6279.6001.655242448149322898770987310561,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
164,1.3.6.1.4.1.14519.5.2.1.6279.6001.663019255629770796363333877035,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
165,1.3.6.1.4.1.14519.5.2.1.6279.6001.674809958213117379592437424616,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
166,1.3.6.1.4.1.14519.5.2.1.6279.6001.690929968028676628605553365896,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
167,1.3.6.1.4.1.14519.5.2.1.6279.6001.756684168227383088294595834066,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
168,1.3.6.1.4.1.14519.5.2.1.6279.6001.768276876111112560631432843476,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
169,1.3.6.1.4.1.14519.5.2.1.6279.6001.801945620899034889998809817499,1,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
170,1.3.6.1.4.1.14519.5.2.1.6279.6001.802595762867498341201607992711,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
171,1.3.6.1.4.1.14519.5.2.1.6279.6001.861997885565255340442123234170,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
172,1.3.6.1.4.1.14519.5.2.1.6279.6001.888291896309937415860209787179,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
173,1.3.6.1.4.1.14519.5.2.1.6279.6001.892375496445736188832556446335,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
174,1.3.6.1.4.1.14519.5.2.1.6279.6001.910607280658963002048724648683,1,"(0.9999999999999999, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 1.0)"
175,1.3.6.1.4.1.14519.5.2.1.6279.6001.935683764293840351008008793409,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
176,1.3.6.1.4.1.14519.5.2.1.6279.6001.952265563663939823135367733681,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
177,1.3.6.1.4.1.14519.5.2.1.6279.6001.970264865033574190975654369557,1,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
178,1.3.6.1.4.1.14519.5.2.1.6279.6001.100621383016233746780170740405,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
179,1.3.6.1.4.1.14519.5.2.1.6279.6001.102133688497886810253331438797,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
180,1.3.6.1.4.1.14519.5.2.1.6279.6001.113586291551175790743673929831,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
181,1.3.6.1.4.1.14519.5.2.1.6279.6001.116492508532884962903000261147,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
182,1.3.6.1.4.1.14519.5.2.1.6279.6001.117383608379722740629083782428,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
183,1.3.6.1.4.1.14519.5.2.1.6279.6001.121993590721161347818774929286,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
184,1.3.6.1.4.1.14519.5.2.1.6279.6001.124663713663969377020085460568,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
185,1.3.6.1.4.1.14519.5.2.1.6279.6001.126704785377921920210612476953,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
186,1.3.6.1.4.1.14519.5.2.1.6279.6001.133378195429627807109985347209,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
187,1.3.6.1.4.1.14519.5.2.1.6279.6001.137375498893536422914241295628,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
188,1.3.6.1.4.1.14519.5.2.1.6279.6001.139444426690868429919252698606,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
189,1.3.6.1.4.1.14519.5.2.1.6279.6001.142485715518010940961688015191,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
190,1.3.6.1.4.1.14519.5.2.1.6279.6001.143412474064515942785157561636,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
191,1.3.6.1.4.1.14519.5.2.1.6279.6001.144883090372691745980459537053,2,"(-0.9999999999999999, 0.0, 0.0, 0.0, -0.9999999999999999, 0.0, 0.0, 0.0, 1.0)"
192,1.3.6.1.4.1.14519.5.2.1.6279.6001.147250707071097813243473865421,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
193,1.3.6.1.4.1.14519.5.2.1.6279.6001.153536305742006952753134773630,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
194,1.3.6.1.4.1.14519.5.2.1.6279.6001.156322145453198768801776721493,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
195,1.3.6.1.4.1.14519.5.2.1.6279.6001.156579001330474859527530187095,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
196,1.3.6.1.4.1.14519.5.2.1.6279.6001.159521777966998275980367008904,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
197,1.3.6.1.4.1.14519.5.2.1.6279.6001.159996104466052855396410079250,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
198,1.3.6.1.4.1.14519.5.2.1.6279.6001.163901773171373940247829492387,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
199,1.3.6.1.4.1.14519.5.2.1.6279.6001.172845185165807139298420209778,2,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
200,1.3.6.1.4.1.14519.5.2.1.6279.6001.176362912420491262783064585333,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
201,1.3.6.1.4.1.14519.5.2.1.6279.6001.183924380327950237519832859527,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
202,1.3.6.1.4.1.14519.5.2.1.6279.6001.184412674007117333405073397832,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
203,1.3.6.1.4.1.14519.5.2.1.6279.6001.187108608022306504546286626125,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
204,1.3.6.1.4.1.14519.5.2.1.6279.6001.187966156856911682643615997798,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
205,1.3.6.1.4.1.14519.5.2.1.6279.6001.190298296009658115773239776160,2,"(0.9999999999999999, 0.0, 0.0, 0.0, 0.9999999999999999, 0.0, 0.0, 0.0, 1.0)"
206,1.3.6.1.4.1.14519.5.2.1.6279.6001.191301539558980174217770205256,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
207,1.3.6.1.4.1.14519.5.2.1.6279.6001.192256506776434538421891524301,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
208,1.3.6.1.4.1.14519.5.2.1.6279.6001.199171741859530285887752432478,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
209,1.3.6.1.4.1.14519.5.2.1.6279.6001.199220738144407033276946096708,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
210,1.3.6.1.4.1.14519.5.2.1.6279.6001.199975006921901879512837687266,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
211,1.3.6.1.4.1.14519.5.2.1.6279.6001.212346425055214308006918165305,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
212,1.3.6.1.4.1.14519.5.2.1.6279.6001.213022585153512920098588556742,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
213,1.3.6.1.4.1.14519.5.2.1.6279.6001.216526102138308489357443843021,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
214,1.3.6.1.4.1.14519.5.2.1.6279.6001.217589936421986638139451480826,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
215,1.3.6.1.4.1.14519.5.2.1.6279.6001.217697417596902141600884006982,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
216,1.3.6.1.4.1.14519.5.2.1.6279.6001.217955041973656886482758642958,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
217,1.3.6.1.4.1.14519.5.2.1.6279.6001.220205300714852483483213840572,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
218,1.3.6.1.4.1.14519.5.2.1.6279.6001.221945191226273284587353530424,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
219,1.3.6.1.4.1.14519.5.2.1.6279.6001.223098610241551815995595311693,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
220,1.3.6.1.4.1.14519.5.2.1.6279.6001.225154811831720426832024114593,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
221,1.3.6.1.4.1.14519.5.2.1.6279.6001.226383054119800793308721198594,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
222,1.3.6.1.4.1.14519.5.2.1.6279.6001.227796349777753378641347819780,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
223,1.3.6.1.4.1.14519.5.2.1.6279.6001.227885601428639043345478571594,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9999999999999999)"
224,1.3.6.1.4.1.14519.5.2.1.6279.6001.230078008964732806419498631442,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
225,1.3.6.1.4.1.14519.5.2.1.6279.6001.232071262560365924176679652948,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
226,1.3.6.1.4.1.14519.5.2.1.6279.6001.235364978775280910367690540811,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
227,1.3.6.1.4.1.14519.5.2.1.6279.6001.240969450540588211676803094518,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
228,1.3.6.1.4.1.14519.5.2.1.6279.6001.252634638822000832774167856951,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
229,1.3.6.1.4.1.14519.5.2.1.6279.6001.253283426904813468115158375647,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
230,1.3.6.1.4.1.14519.5.2.1.6279.6001.253322967203074795232627653819,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
231,1.3.6.1.4.1.14519.5.2.1.6279.6001.259227883564429312164962953756,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
232,1.3.6.1.4.1.14519.5.2.1.6279.6001.265133389948279331857097127422,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
233,1.3.6.1.4.1.14519.5.2.1.6279.6001.265453131727473342790950829556,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
234,1.3.6.1.4.1.14519.5.2.1.6279.6001.267519732763035023633235877753,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
235,1.3.6.1.4.1.14519.5.2.1.6279.6001.267957701183569638795986183786,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
236,1.3.6.1.4.1.14519.5.2.1.6279.6001.270152671889301412052226973069,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
237,1.3.6.1.4.1.14519.5.2.1.6279.6001.272259794130271010519952623746,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
238,1.3.6.1.4.1.14519.5.2.1.6279.6001.280072876841890439628529365478,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
239,1.3.6.1.4.1.14519.5.2.1.6279.6001.281967919138248195763602360723,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
240,1.3.6.1.4.1.14519.5.2.1.6279.6001.283569726884265181140892667131,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
241,1.3.6.1.4.1.14519.5.2.1.6279.6001.283733738239331719775105586296,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
242,1.3.6.1.4.1.14519.5.2.1.6279.6001.296863826932699509516219450076,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
243,1.3.6.1.4.1.14519.5.2.1.6279.6001.299767339686526858593516834230,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
244,1.3.6.1.4.1.14519.5.2.1.6279.6001.302557165094691896097534021075,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
245,1.3.6.1.4.1.14519.5.2.1.6279.6001.306788423710427765311352901943,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
246,1.3.6.1.4.1.14519.5.2.1.6279.6001.311236942972970815890902714604,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
247,1.3.6.1.4.1.14519.5.2.1.6279.6001.323753921818102744511069914832,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
248,1.3.6.1.4.1.14519.5.2.1.6279.6001.325580698241281352835338693869,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9999999999999999)"
249,1.3.6.1.4.1.14519.5.2.1.6279.6001.443400977949406454649939526179,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9999999999999999)"
250,1.3.6.1.4.1.14519.5.2.1.6279.6001.461155505515403114280165935891,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
251,1.3.6.1.4.1.14519.5.2.1.6279.6001.466284753932369813717081722101,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
252,1.3.6.1.4.1.14519.5.2.1.6279.6001.470912100568074901744259213968,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
253,1.3.6.1.4.1.14519.5.2.1.6279.6001.504324996863016748259361352296,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
254,1.3.6.1.4.1.14519.5.2.1.6279.6001.557875302364105947813979213632,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
255,1.3.6.1.4.1.14519.5.2.1.6279.6001.624425075947752229712087113746,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
256,1.3.6.1.4.1.14519.5.2.1.6279.6001.669518152156802508672627785405,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
257,1.3.6.1.4.1.14519.5.2.1.6279.6001.692598144815688523679745963696,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
258,1.3.6.1.4.1.14519.5.2.1.6279.6001.707218743153927597786179232739,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
259,1.3.6.1.4.1.14519.5.2.1.6279.6001.743969234977916254223533321294,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
260,1.3.6.1.4.1.14519.5.2.1.6279.6001.776429308535398795601496131524,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
261,1.3.6.1.4.1.14519.5.2.1.6279.6001.803808126682275425758092691689,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
262,1.3.6.1.4.1.14519.5.2.1.6279.6001.885292267869246639232975687131,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
263,1.3.6.1.4.1.14519.5.2.1.6279.6001.922852847124879997825997808179,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
264,1.3.6.1.4.1.14519.5.2.1.6279.6001.939152384493874708850321969356,2,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
265,1.3.6.1.4.1.14519.5.2.1.6279.6001.943403138251347598519939390311,2,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
266,1.3.6.1.4.1.14519.5.2.1.6279.6001.964952370561266624992539111877,2,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
267,1.3.6.1.4.1.14519.5.2.1.6279.6001.100620385482151095585000946543,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
268,1.3.6.1.4.1.14519.5.2.1.6279.6001.100953483028192176989979435275,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
269,1.3.6.1.4.1.14519.5.2.1.6279.6001.106164978370116976238911317774,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
270,1.3.6.1.4.1.14519.5.2.1.6279.6001.121391737347333465796214915391,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
271,1.3.6.1.4.1.14519.5.2.1.6279.6001.123697637451437522065941162930,3,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
272,1.3.6.1.4.1.14519.5.2.1.6279.6001.125356649712550043958727288500,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
273,1.3.6.1.4.1.14519.5.2.1.6279.6001.126631670596873065041988320084,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
274,1.3.6.1.4.1.14519.5.2.1.6279.6001.127965161564033605177803085629,3,"(-0.9999999999999999, 0.0, 0.0, 0.0, -0.9999999999999999, 0.0, 0.0, 0.0, 1.0)"
275,1.3.6.1.4.1.14519.5.2.1.6279.6001.135657246677982059395844827629,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
276,1.3.6.1.4.1.14519.5.2.1.6279.6001.145474881373882284343459153872,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
277,1.3.6.1.4.1.14519.5.2.1.6279.6001.148447286464082095534651426689,3,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
278,1.3.6.1.4.1.14519.5.2.1.6279.6001.149463915556499304732434215056,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
279,1.3.6.1.4.1.14519.5.2.1.6279.6001.154703816225841204080664115280,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
280,1.3.6.1.4.1.14519.5.2.1.6279.6001.160216916075817913953530562493,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
281,1.3.6.1.4.1.14519.5.2.1.6279.6001.162845309248822193437735868939,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
282,1.3.6.1.4.1.14519.5.2.1.6279.6001.167919147233131417984739058859,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
283,1.3.6.1.4.1.14519.5.2.1.6279.6001.171667800241622018839592854574,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
284,1.3.6.1.4.1.14519.5.2.1.6279.6001.172573195301625265149778785969,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
285,1.3.6.1.4.1.14519.5.2.1.6279.6001.177685820605315926524514718990,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
286,1.3.6.1.4.1.14519.5.2.1.6279.6001.177785764461425908755977367558,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
287,1.3.6.1.4.1.14519.5.2.1.6279.6001.177985905159808659201278495182,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
288,1.3.6.1.4.1.14519.5.2.1.6279.6001.179730018513720561213088132029,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
289,1.3.6.1.4.1.14519.5.2.1.6279.6001.191266041369462391833537519639,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
290,1.3.6.1.4.1.14519.5.2.1.6279.6001.191617711875409989053242965150,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
291,1.3.6.1.4.1.14519.5.2.1.6279.6001.192419869605596446455526220766,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
292,1.3.6.1.4.1.14519.5.2.1.6279.6001.194488534645348916700259325236,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
293,1.3.6.1.4.1.14519.5.2.1.6279.6001.197063290812663596858124411210,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
294,1.3.6.1.4.1.14519.5.2.1.6279.6001.199069398344356765037879821616,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
295,1.3.6.1.4.1.14519.5.2.1.6279.6001.199670099218798685977406484591,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
296,1.3.6.1.4.1.14519.5.2.1.6279.6001.202187810895588720702176009630,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
297,1.3.6.1.4.1.14519.5.2.1.6279.6001.202464973819273687476049035824,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
298,1.3.6.1.4.1.14519.5.2.1.6279.6001.202476538079060560282495099956,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
299,1.3.6.1.4.1.14519.5.2.1.6279.6001.203741923654363010377298352671,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
300,1.3.6.1.4.1.14519.5.2.1.6279.6001.204303454658845815034433453512,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
301,1.3.6.1.4.1.14519.5.2.1.6279.6001.205852555362702089950453265567,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
302,1.3.6.1.4.1.14519.5.2.1.6279.6001.208511362832825683639135205368,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
303,1.3.6.1.4.1.14519.5.2.1.6279.6001.210426531621179400035178209430,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.9999999999999999)"
304,1.3.6.1.4.1.14519.5.2.1.6279.6001.215086589927307766627151367533,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
305,1.3.6.1.4.1.14519.5.2.1.6279.6001.219349715895470349269596532320,3,"(-1.0, 0.0, 0.0, 0.0, -1.0, 0.0, 0.0, 0.0, 1.0)"
306,1.3.6.1.4.1.14519.5.2.1.6279.6001.225227615446398900698431118292,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
307,1.3.6.1.4.1.14519.5.2.1.6279.6001.229664630348267553620068691756,3,"(1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 1.0)"
